Year,Continent,TotalCases 
2021,Asia,89669
2021,Asia,89681
2021,Asia,89692
2021,Asia,89706
2021,Asia,89720
2021,Asia,89734
2021,Asia,89736
2021,Asia,89748
2021,Asia,89756
2021,Asia,89763
2021,Asia,89772
2021,Asia,89788
2021,Asia,89795
2021,Asia,89806
2021,Asia,89816
2021,Asia,89824
2021,Asia,89831
2021,Asia,89842
2021,Asia,89852
2021,Asia,89864
2021,Asia,89871
2021,Asia,89877
2021,Asia,89887
2021,Asia,89893
2021,Asia,89912
2021,Asia,89923
2021,Asia,89933
2021,Asia,89943
2021,Asia,89952
2021,Asia,89962
2021,Asia,89975
2021,Asia,89994
2021,Asia,90002
2021,Asia,90007
2021,Asia,90018
2021,Asia,90027
2021,Asia,90034
2021,Asia,90044
2021,Asia,90049
2021,Asia,90062
2021,Asia,90066
2021,Asia,90072
2021,Asia,90083
2021,Asia,90087
2021,Asia,90099
2021,Asia,90106
2021,Asia,90115
2021,Asia,90125
2021,Asia,90136
2021,Asia,90147
2021,Asia,90159
2021,Asia,90170
2021,Asia,90182
2021,Asia,90190
2021,Asia,90201
2021,Asia,90217
2021,Asia,90226
2021,Asia,90252
2021,Asia,90272
2021,Asia,90305
2021,Asia,90329
2021,Asia,90341
2021,Asia,90365
2021,Asia,90386
2021,Asia,90400
2021,Asia,90410
2021,Asia,90426
2021,Asia,90435
2021,Asia,90447
2021,Asia,90457
2021,Asia,90468
2021,Asia,90483
2021,Asia,90499
2021,Asia,90510
2021,Asia,90520
2021,Asia,90541
2021,Asia,90547
2021,Asia,90566
2021,Asia,90575
2021,Asia,90588
2021,Asia,90599
2021,Asia,90610
2021,Asia,90622
2021,Asia,90642
2021,Asia,90655
2021,Asia,90671
2021,Asia,90686
2021,Asia,90697
2021,Asia,90714
2021,Asia,90721
2021,Asia,90726
2021,Asia,90739
2021,Asia,90746
2021,Asia,90758
2021,Asia,90769
2021,Asia,90783
2021,Asia,90799
2021,Asia,90808
2021,Asia,90815
2021,Asia,90829
2021,Asia,90847
2021,Asia,90872
2021,Asia,90894
2021,Asia,90908
2021,Asia,90920
2021,Asia,90944
2021,Asia,90954
2021,Asia,90973
2021,Asia,90991
2021,Asia,91006
2021,Asia,91019
2021,Asia,91038
2021,Asia,91045
2021,Asia,91061
2021,Asia,91072
2021,Asia,91099
2021,Asia,91122
2021,Asia,91146
2021,Asia,91170
2021,Asia,91194
2021,Asia,91218
2021,Asia,91248
2021,Asia,91267
2021,Asia,91300
2021,Asia,91316
2021,Asia,91337
2021,Asia,91359
2021,Asia,91394
2021,Asia,91428
2021,Asia,91451
2021,Asia,91471
2021,Asia,91492
2021,Asia,91511
2021,Asia,91534
2021,Asia,91564
2021,Asia,91587
2021,Asia,91604
2021,Asia,91629
2021,Asia,91653
2021,Asia,91669
2021,Asia,91693
2021,Asia,91718
2021,Asia,91732
2021,Asia,91754
2021,Asia,91771
2021,Asia,91780
2021,Asia,91792
2021,Asia,91810
2021,Asia,91833
2021,Asia,91847
2021,Asia,91869
2021,Asia,91892
2021,Asia,91949
2021,Asia,91966
2021,Asia,91989
2021,Asia,92015
2021,Asia,92015
2021,Asia,92066
2021,Asia,92095
2021,Asia,92119
2021,Asia,92147
2021,Asia,92183
2021,Asia,92213
2021,Asia,92246
2021,Asia,92277
2021,Asia,92342
2021,Asia,92342
2021,Asia,92414
2021,Asia,92462
2021,Asia,92534
2021,Asia,92529
2021,Asia,92605
2021,Asia,92676
2021,Asia,92762
2021,Asia,92811
2021,Asia,92877
2021,Asia,92930
2021,Asia,93007
2021,Asia,93103
2021,Asia,93193
2021,Asia,93289
2021,Asia,93374
2021,Asia,93498
2021,Asia,93605
2021,Asia,93701
2021,Asia,93826
2021,Asia,93969
2021,Asia,94080
2021,Asia,94161
2021,Asia,94260
2021,Asia,94326
2021,Asia,94379
2021,Asia,94430
2021,Asia,94472
2021,Asia,94500
2021,Asia,94546
2021,Asia,94579
2021,Asia,94599
2021,Asia,94631
2021,Asia,94652
2021,Asia,94687
2021,Asia,94707
2021,Asia,94733
2021,Asia,94765
2021,Asia,94786
2021,Asia,94819
2021,Asia,94842
2021,Asia,94879
2021,Asia,94898
2021,Asia,94926
2021,Asia,94954
2021,Asia,94982
2021,Asia,95010
2021,Asia,95028
2021,Asia,95064
2021,Asia,95083
2021,Asia,95111
2021,Asia,95128
2021,Asia,95153
2021,Asia,95199
2021,Asia,95248
2021,Asia,95340
2021,Asia,95413
2021,Asia,95493
2021,Asia,95577
2021,Asia,95623
2021,Asia,95689
2021,Asia,95738
2021,Asia,95810
2021,Asia,95851
2021,Asia,95894
2021,Asia,95948
2021,Asia,95986
2021,Asia,96015
2021,Asia,96050
2021,Asia,96081
2021,Asia,96106
2021,Asia,96128
2021,Asia,96162
2021,Asia,96203
2021,Asia,96231
2021,Asia,96258
2021,Asia,96284
2021,Asia,96310
2021,Asia,96335
2021,Asia,96357
2021,Asia,96374
2021,Asia,96398
2021,Asia,96423
2021,Asia,96435
2021,Asia,96457
2021,Asia,96483
2021,Asia,96488
2021,Asia,96502
2021,Asia,96523
2021,Asia,96550
2021,Asia,96571
2021,Asia,96601
2021,Asia,96622
2021,Asia,96670
2021,Asia,96715
2021,Asia,96759
2021,Asia,96797
2021,Asia,96860
2021,Asia,96899
2021,Asia,96938
2021,Asia,97002
2021,Asia,97080
2021,Asia,97152
2021,Asia,97243
2021,Asia,97314
2021,Asia,97424
2021,Asia,97527
2021,Asia,97605
2021,Asia,97665
2021,Asia,97734
2021,Asia,97823
2021,Asia,97885
2021,Asia,97939
2021,Asia,98003
2021,Asia,98099
2021,Asia,98174
2021,Asia,98263
2021,Asia,98315
2021,Asia,98337
2021,Asia,98368
2021,Asia,98403
2021,Asia,98427
2021,Asia,98450
2021,Asia,98467
2021,Asia,98505
2021,Asia,98524
2021,Asia,98546
2021,Asia,98570
2021,Asia,98583
2021,Asia,98608
2021,Asia,98631
2021,Asia,98672
2021,Asia,98711
2021,Asia,98824
2021,Asia,98897
2021,Asia,98993
2021,Asia,99083
2021,Asia,99142
2021,Asia,99203
2021,Asia,99297
2021,Asia,99371
2021,Asia,99454
2021,Asia,99517
2021,Asia,99604
2021,Asia,99679
2021,Asia,99780
2021,Asia,99856
2021,Asia,99925
2021,Asia,100000
2021,Asia,100076
2021,Asia,100201
2021,Asia,100284
2021,Asia,100386
2021,Asia,100467
2021,Asia,100545
2021,Asia,100644
2021,Asia,100731
2021,Asia,100871
2021,Asia,100917
2021,Asia,101125
2021,Asia,101486
2021,Asia,101683
2021,Asia,101890
2021,Asia,102085
2021,Asia,102314
2022,Asia,102505
2022,Asia,102666
2022,Asia,102841
2022,Asia,102932
2022,Asia,103121
2022,Asia,103295
2022,Asia,103454
2022,Asia,103619
2022,Asia,103776
2022,Asia,103968
2022,Asia,104189
2022,Asia,104379
2022,Asia,104580
2022,Asia,104745
2022,Asia,104864
2022,Asia,105087
2022,Asia,105258
2022,Asia,105345
2022,Asia,105411
2022,Asia,105484
2022,Asia,105547
2022,Asia,105605
2022,Asia,105660
2022,Asia,105705
2022,Asia,105749
2022,Asia,105811
2022,Asia,105875
2022,Asia,105934
2022,Asia,106015
2022,Asia,106073
2022,Asia,106139
2022,Asia,106202
2022,Asia,106241
2022,Asia,106270
2022,Asia,106297
2022,Asia,106340
2022,Asia,106419
2022,Asia,106524
2022,Asia,106635
2022,Asia,106663
2022,Asia,106764
2022,Asia,106863
2022,Asia,106930
2022,Asia,107014
2022,Asia,107094
2022,Asia,107196
2022,Asia,107288
2022,Asia,107375
2022,Asia,107512
2022,Asia,107707
2022,Asia,107851
2022,Asia,107989
2022,Asia,108194
2022,Asia,108380
2022,Asia,108604
2022,Asia,108853
2022,Asia,109092
2022,Asia,109326
2022,Asia,109526
2022,Asia,109750
2022,Asia,109964
2022,Asia,110258
2022,Asia,110539
2022,Asia,110868
2022,Asia,111195
2022,Asia,111520
2022,Asia,111857
2022,Asia,112150
2022,Asia,112940
2022,Asia,113392
2022,Asia,113866
2020,South America,1
2020,South America,1
2020,South America,1
2020,South America,1
2020,South America,3
2020,South America,9
2020,South America,9
2020,South America,13
2020,South America,22
2020,South America,34
2020,South America,57
2020,South America,75
2020,South America,102
2020,South America,108
2020,South America,158
2020,South America,196
2020,South America,231
2020,South America,277
2020,South America,378
2020,South America,470
2020,South America,491
2020,South America,539
2020,South America,608
2020,South America,702
2020,South America,798
2020,South America,906
2020,South America,1065
2020,South America,1161
2020,South America,1267
2020,South America,1406
2020,South America,1485
2020,South America,1579
2020,South America,1780
2020,South America,2054
2020,South America,2223
2020,South America,2473
2020,South America,2709
2020,South America,2776
2020,South America,2852
2020,South America,2979
2020,South America,3105
2020,South America,3233
2020,South America,3439
2020,South America,3621
2020,South America,3792
2020,South America,3977
2020,South America,4149
2020,South America,4356
2020,South America,4561
2020,South America,4881
2020,South America,5142
2020,South America,5379
2020,South America,5597
2020,South America,5949
2020,South America,6207
2020,South America,6507
2020,South America,7006
2020,South America,7285
2020,South America,7668
2020,South America,7973
2020,South America,8613
2020,South America,8959
2020,South America,9456
2020,South America,10051
2020,South America,10495
2020,South America,11063
2020,South America,11613
2020,South America,12272
2020,South America,12930
2020,South America,13610
2020,South America,14216
2020,South America,14939
2020,South America,15574
2020,South America,16295
2020,South America,16935
2020,South America,17687
2020,South America,18330
2020,South America,19131
2020,South America,20177
2020,South America,21175
2020,South America,21981
2020,South America,23003
2020,South America,24104
2020,South America,25366
2020,South America,26688
2020,South America,28236
2020,South America,29383
2020,South America,30493
2020,South America,31833
2020,South America,33354
2020,South America,35120
2020,South America,36635
2020,South America,38027
2020,South America,39236
2020,South America,40719
2020,South America,42078
2020,South America,43682
2020,South America,45212
2020,South America,46858
2020,South America,48746
2020,South America,50939
2020,South America,53063
2020,South America,54931
2020,South America,57046
2020,South America,60217
2020,South America,63276
2020,South America,65633
2020,South America,68652
2020,South America,71183
2020,South America,73572
2020,South America,77113
2020,South America,80599
2020,South America,84442
2020,South America,88591
2020,South America,91769
2020,South America,95043
2020,South America,97846
2020,South America,102009
2020,South America,106110
2020,South America,109505
2020,South America,113389
2020,South America,117110
2020,South America,120281
2020,South America,124494
2020,South America,128638
2020,South America,133973
2020,South America,140776
2020,South America,145632
2020,South America,150445
2020,South America,154277
2020,South America,159898
2020,South America,165169
2020,South America,173206
2020,South America,182140
2020,South America,190700
2020,South America,197278
2020,South America,204005
2020,South America,211038
2020,South America,218428
2020,South America,226373
2020,South America,233541
2020,South America,240795
2020,South America,248976
2020,South America,257101
2020,South America,267385
2020,South America,276055
2020,South America,286020
2020,South America,295508
2020,South America,306181
2020,South America,317651
2020,South America,327850
2020,South America,334979
2020,South America,345714
2020,South America,357710
2020,South America,367204
2020,South America,376870
2020,South America,387481
2020,South America,397623
2020,South America,410453
2020,South America,422519
2020,South America,433805
2020,South America,445111
2020,South America,456689
2020,South America,468332
2020,South America,476660
2020,South America,489122
2020,South America,502178
2020,South America,513719
2020,South America,522138
2020,South America,533103
2020,South America,541139
2020,South America,551688
2020,South America,562113
2020,South America,572243
2020,South America,581995
2020,South America,590492
2020,South America,599884
2020,South America,607904
2020,South America,615094
2020,South America,624026
2020,South America,633321
2020,South America,641574
2020,South America,650063
2020,South America,658456
2020,South America,666521
2020,South America,671848
2020,South America,679513
2020,South America,686851
2020,South America,694664
2020,South America,702088
2020,South America,708964
2020,South America,716319
2020,South America,721892
2020,South America,728590
2020,South America,736377
2020,South America,743945
2020,South America,750471
2020,South America,758398
2020,South America,765076
2020,South America,770435
2020,South America,777537
2020,South America,784268
2020,South America,790823
2020,South America,798317
2020,South America,806038
2020,South America,813056
2020,South America,818203
2020,South America,824042
2020,South America,829679
2020,South America,835339
2020,South America,841532
2020,South America,848147
2020,South America,855052
2020,South America,862158
2020,South America,869808
2020,South America,877684
2020,South America,886179
2020,South America,894300
2020,South America,902747
2020,South America,911316
2020,South America,919084
2020,South America,924098
2020,South America,930159
2020,South America,936982
2020,South America,945354
2020,South America,952371
2020,South America,959572
2020,South America,965883
2020,South America,974139
2020,South America,981700
2020,South America,990373
2020,South America,998942
2020,South America,1007711
2020,South America,1015885
2020,South America,1025052
2020,South America,1033218
2020,South America,1041935
2020,South America,1053122
2020,South America,1063151
2020,South America,1074184
2020,South America,1083321
2020,South America,1093256
2020,South America,1099392
2020,South America,1108086
2020,South America,1117977
2020,South America,1127733
2020,South America,1136447
2020,South America,1143887
2020,South America,1149064
2020,South America,1155356
2020,South America,1165326
2020,South America,1174012
2020,South America,1182697
2020,South America,1191634
2020,South America,1198746
2020,South America,1205217
2020,South America,1211128
2020,South America,1218003
2020,South America,1225490
2020,South America,1233444
2020,South America,1240493
2020,South America,1248417
2020,South America,1254979
2020,South America,1262494
2020,South America,1270991
2020,South America,1280487
2020,South America,1290510
2020,South America,1299613
2020,South America,1308376
2020,South America,1316806
2020,South America,1324792
2020,South America,1334089
2020,South America,1343322
2020,South America,1352607
2020,South America,1362249
2020,South America,1371103
2020,South America,1377100
2020,South America,1384610
2020,South America,1392133
2020,South America,1399911
2020,South America,1408909
2020,South America,1417072
2020,South America,1425774
2020,South America,1434516
2020,South America,1444646
2020,South America,1456599
2020,South America,1468795
2020,South America,1482072
2020,South America,1496062
2020,South America,1507222
2020,South America,1518067
2020,South America,1530593
2020,South America,1544826
2020,South America,1559766
2020,South America,1574707
2020,South America,1584903
2020,South America,1594497
2020,South America,1603807
2020,South America,1614822
2020,South America,1626461
2020,South America,1642775
2021,South America,1654880
2021,South America,1666408
2021,South America,1675820
2021,South America,1686131
2021,South America,1702966
2021,South America,1719771
2021,South America,1737347
2021,South America,1755568
2021,South America,1771363
2021,South America,1786900
2021,South America,1801903
2021,South America,1816082
2021,South America,1831980
2021,South America,1849101
2021,South America,1870179
2021,South America,1891034
2021,South America,1908413
2021,South America,1923132
2021,South America,1939071
2021,South America,1956979
2021,South America,1972345
2021,South America,1987418
2021,South America,2002969
2021,South America,2015485
2021,South America,2027746
2021,South America,2041352
2021,South America,2055305
2021,South America,2067575
2021,South America,2077633
2021,South America,2086806
2021,South America,2094884
2021,South America,2104506
2021,South America,2114597
2021,South America,2125622
2021,South America,2135412
2021,South America,2142660
2021,South America,2151207
2021,South America,2157216
2021,South America,2161462
2021,South America,2166904
2021,South America,2173347
2021,South America,2179641
2021,South America,2185169
2021,South America,2190116
2021,South America,2195039
2021,South America,2198549
2021,South America,2202598
2021,South America,2207701
2021,South America,2212525
2021,South America,2217001
2021,South America,2222018
2021,South America,2226262
2021,South America,2229663
2021,South America,2233589
2021,South America,2237542
2021,South America,2241225
2021,South America,2244792
2021,South America,2248135
2021,South America,2251690
2021,South America,2255260
2021,South America,2259599
2021,South America,2262646
2021,South America,2266211
2021,South America,2269582
2021,South America,2273245
2021,South America,2276656
2021,South America,2278861
2021,South America,2282372
2021,South America,2285960
2021,South America,2290539
2021,South America,2294617
2021,South America,2299082
2021,South America,2303144
2021,South America,2305884
2021,South America,2309600
2021,South America,2314154
2021,South America,2319293
2021,South America,2324426
2021,South America,2331187
2021,South America,2337230
2021,South America,2342278
2021,South America,2347224
2021,South America,2353210
2021,South America,2359942
2021,South America,2367337
2021,South America,2375591
2021,South America,2382730
2021,South America,2389779
2021,South America,2397731
2021,South America,2406377
2021,South America,2417826
2021,South America,2428048
2021,South America,2437197
2021,South America,2446219
2021,South America,2456409
2021,South America,2468236
2021,South America,2479617
2021,South America,2492081
2021,South America,2504206
2021,South America,2518715
2021,South America,2536198
2021,South America,2552937
2021,South America,2569314
2021,South America,2585801
2021,South America,2602719
2021,South America,2619422
2021,South America,2636076
2021,South America,2652947
2021,South America,2667136
2021,South America,2684101
2021,South America,2701313
2021,South America,2720619
2021,South America,2740544
2021,South America,2757274
2021,South America,2774464
2021,South America,2787303
2021,South America,2804881
2021,South America,2824626
2021,South America,2841934
2021,South America,2859724
2021,South America,2877746
2021,South America,2893655
2021,South America,2905254
2021,South America,2919805
2021,South America,2934611
2021,South America,2951101
2021,South America,2968626
2021,South America,2985536
2021,South America,3002758
2021,South America,3015301
2021,South America,3031726
2021,South America,3048719
2021,South America,3067879
2021,South America,3084460
2021,South America,3103333
2021,South America,3118426
2021,South America,3131410
2021,South America,3144547
2021,South America,3161126
2021,South America,3177212
2021,South America,3192050
2021,South America,3210787
2021,South America,3232456
2021,South America,3249433
2021,South America,3270614
2021,South America,3294101
2021,South America,3319193
2021,South America,3342567
2021,South America,3363061
2021,South America,3383279
2021,South America,3406456
2021,South America,3432422
2021,South America,3459422
2021,South America,3488046
2021,South America,3518046
2021,South America,3547017
2021,South America,3571067
2021,South America,3593016
2021,South America,3611602
2021,South America,3633481
2021,South America,3665137
2021,South America,3694707
2021,South America,3724705
2021,South America,3753224
2021,South America,3777600
2021,South America,3802052
2021,South America,3829879
2021,South America,3859824
2021,South America,3888614
2021,South America,3917348
2021,South America,3945166
2021,South America,3968405
2021,South America,3997021
2021,South America,4027016
2021,South America,4060013
2021,South America,4092746
2021,South America,4126340
2021,South America,4158716
2021,South America,4187194
2021,South America,4213074
2021,South America,4240982
2021,South America,4269297
2021,South America,4297302
2021,South America,4324230
2021,South America,4350495
2021,South America,4375861
2021,South America,4402582
2021,South America,4426811
2021,South America,4450086
2021,South America,4471622
2021,South America,4492537
2021,South America,4511960
2021,South America,4530610
2021,South America,4548142
2021,South America,4565372
2021,South America,4583442
2021,South America,4601335
2021,South America,4621260
2021,South America,4639466
2021,South America,4655921
2021,South America,4668750
2021,South America,4679994
2021,South America,4692570
2021,South America,4705734
2021,South America,4716798
2021,South America,4727846
2021,South America,4736349
2021,South America,4747775
2021,South America,4757139
2021,South America,4766829
2021,South America,4776291
2021,South America,4785320
2021,South America,4794414
2021,South America,4801050
2021,South America,4807979
2021,South America,4815063
2021,South America,4821603
2021,South America,4828583
2021,South America,4834634
2021,South America,4838984
2021,South America,4843007
2021,South America,4846955
2021,South America,4852323
2021,South America,4856595
2021,South America,4860622
2021,South America,4864629
2021,South America,4867761
2021,South America,4870922
2021,South America,4874169
2021,South America,4877323
2021,South America,4880516
2021,South America,4883932
2021,South America,4886897
2021,South America,4889537
2021,South America,4892235
2021,South America,4894702
2021,South America,4897150
2021,South America,4899085
2021,South America,4901163
2021,South America,4903304
2021,South America,4905258
2021,South America,4907264
2021,South America,4909086
2021,South America,4911082
2021,South America,4913031
2021,South America,4914881
2021,South America,4916980
2021,South America,4918649
2021,South America,4919773
2021,South America,4921410
2021,South America,4923197
2021,South America,4925000
2021,South America,4926772
2021,South America,4928578
2021,South America,4930249
2021,South America,4931563
2021,South America,4932998
2021,South America,4934568
2021,South America,4936052
2021,South America,4937596
2021,South America,4939251
2021,South America,4941064
2021,South America,4942249
2021,South America,4943622
2021,South America,4945203
2021,South America,4946811
2021,South America,4948513
2021,South America,4950253
2021,South America,4951675
2021,South America,4952690
2021,South America,4954376
2021,South America,4955848
2021,South America,4957277
2021,South America,4959144
2021,South America,4960641
2021,South America,4962054
2021,South America,4963243
2021,South America,4964454
2021,South America,4965847
2021,South America,4967524
2021,South America,4969131
2021,South America,4970718
2021,South America,4972236
2021,South America,4973325
2021,South America,4974400
2021,South America,4975656
2021,South America,4977043
2021,South America,4978689
2021,South America,4980233
2021,South America,4981532
2021,South America,4982575
2021,South America,4983527
2021,South America,4984751
2021,South America,4986249
2021,South America,4988021
2021,South America,4989681
2021,South America,4991050
2021,South America,4992586
2021,South America,4994014
2021,South America,4995694
2021,South America,4997444
2021,South America,4999048
2021,South America,5000677
2021,South America,5002387
2021,South America,5003977
2021,South America,5005402
2021,South America,5007099
2021,South America,5009007
2021,South America,5010982
2021,South America,5012981
2021,South America,5015042
2021,South America,5016959
2021,South America,5019158
2021,South America,5021619
2021,South America,5024263
2021,South America,5026822
2021,South America,5029335
2021,South America,5031945
2021,South America,5034266
2021,South America,5036287
2021,South America,5038544
2021,South America,5040665
2021,South America,5042822
2021,South America,5045412
2021,South America,5048061
2021,South America,5050255
2021,South America,5052733
2021,South America,5055253
2021,South America,5057897
2021,South America,5060557
2021,South America,5063177
2021,South America,5065373
2021,South America,5067348
2021,South America,5069644
2021,South America,5071817
2021,South America,5074079
2021,South America,5076378
2021,South America,5078987
2021,South America,5081064
2021,South America,5082762
2021,South America,5084466
2021,South America,5086381
2021,South America,5088008
2021,South America,5089695
2021,South America,5091508
2021,South America,5093534
2021,South America,5095821
2021,South America,5097680
2021,South America,5099746
2021,South America,5101466
2021,South America,5103269
2021,South America,5105285
2021,South America,5107323
2021,South America,5109022
2021,South America,5110788
2021,South America,5112719
2021,South America,5115194
2021,South America,5118254
2021,South America,5121668
2021,South America,5124690
2021,South America,5127971
2021,South America,5132277
2021,South America,5138603
2021,South America,5147039
2021,South America,5157440
2022,South America,5169855
2022,South America,5181173
2022,South America,5191021
2022,South America,5203374
2022,South America,5219633
2022,South America,5242672
2022,South America,5268862
2022,South America,5300032
2022,South America,5330662
2022,South America,5357767
2022,South America,5380841
2022,South America,5410698
2022,South America,5440981
2022,South America,5475904
2022,South America,5511479
2022,South America,5543796
2022,South America,5568068
2022,South America,5596917
2022,South America,5624520
2022,South America,5655026
2022,South America,5686065
2022,South America,5714092
2022,South America,5740179
2022,South America,5761398
2022,South America,5780910
2022,South America,5798799
2022,South America,5816462
2022,South America,5837408
2022,South America,5855858
2022,South America,5871977
2022,South America,5887261
2022,South America,5901715
2022,South America,5916825
2022,South America,5930393
2022,South America,5943783
2022,South America,5956350
2022,South America,5966706
2022,South America,5975786
2022,South America,5985516
2022,South America,5994301
2022,South America,6002570
2022,South America,6007991
2022,South America,6014563
2022,South America,6020095
2022,South America,6023257
2022,South America,6026988
2022,South America,6031130
2022,South America,6035143
2022,South America,6039163
2022,South America,6043661
2022,South America,6047042
2022,South America,6049952
2022,South America,6052126
2022,South America,6054307
2022,South America,6056556
2022,South America,6058715
2022,South America,6060793
2022,South America,6062701
2022,South America,6064583
2022,South America,6065801
2022,South America,6067023
2022,South America,6068074
2022,South America,6069425
2022,South America,6070616
2022,South America,6071704
2022,South America,6072656
2022,South America,6073416
2022,South America,6074155
2022,South America,6074874
2022,South America,6075656
2022,South America,6076333
2020,Africa,1
2020,Africa,1
2020,Africa,3
2020,Africa,3
2020,Africa,3
2020,Africa,3
2020,Africa,8
2020,Africa,8
2020,Africa,8
2020,Africa,11
2020,Africa,11
2020,Africa,11
2020,Africa,11
2020,Africa,11
2020,Africa,11
2020,Africa,11
2020,Africa,11
2020,Africa,11
2020,Africa,11
2020,Africa,11
2020,Africa,34
2020,Africa,34
2020,Africa,78
2020,Africa,78
2020,Africa,87
2020,Africa,87
2020,Africa,87
2020,Africa,87
2020,Africa,87
2020,Africa,87
2020,Africa,106
2020,Africa,106
2020,Africa,106
2020,Africa,132
2020,Africa,132
2020,Africa,132
2020,Africa,132
2020,Africa,141
2020,Africa,141
2020,Africa,141
2020,Africa,141
2020,Africa,162
2020,Africa,162
2020,Africa,163
2020,Africa,176
2020,Africa,176
2020,Africa,176
2020,Africa,197
2020,Africa,197
2020,Africa,210
2020,Africa,210
2020,Africa,247
2020,Africa,247
2020,Africa,247
2020,Africa,265
2020,Africa,265
2020,Africa,272
2020,Africa,272
2020,Africa,272
2020,Africa,272
2020,Africa,272
2020,Africa,303
2020,Africa,303
2020,Africa,303
2020,Africa,309
2020,Africa,309
2020,Africa,311
2020,Africa,311
2020,Africa,311
2020,Africa,313
2020,Africa,314
2020,Africa,314
2020,Africa,317
2020,Africa,317
2020,Africa,317
2020,Africa,321
2020,Africa,321
2020,Africa,328
2020,Africa,328
2020,Africa,328
2020,Africa,334
2020,Africa,334
2020,Africa,337
2020,Africa,337
2020,Africa,340
2020,Africa,340
2020,Africa,340
2020,Africa,354
2020,Africa,354
2020,Africa,354
2020,Africa,378
2020,Africa,378
2020,Africa,378
2020,Africa,386
2020,Africa,386
2020,Africa,386
2020,Africa,388
2020,Africa,388
2020,Africa,396
2020,Africa,396
2020,Africa,399
2020,Africa,399
2020,Africa,399
2020,Africa,399
2020,Africa,399
2020,Africa,399
2020,Africa,403
2020,Africa,403
2020,Africa,405
2020,Africa,405
2020,Africa,406
2020,Africa,406
2020,Africa,417
2020,Africa,417
2020,Africa,417
2020,Africa,417
2020,Africa,417
2020,Africa,417
2020,Africa,417
2020,Africa,422
2020,Africa,422
2020,Africa,423
2020,Africa,423
2020,Africa,423
2020,Africa,427
2020,Africa,427
2020,Africa,448
2020,Africa,448
2020,Africa,452
2020,Africa,452
2020,Africa,452
2020,Africa,456
2020,Africa,456
2020,Africa,456
2020,Africa,456
2020,Africa,456
2020,Africa,456
2020,Africa,457
2020,Africa,467
2020,Africa,467
2020,Africa,470
2020,Africa,470
2020,Africa,470
2020,Africa,470
2020,Africa,470
2020,Africa,470
2020,Africa,470
2020,Africa,474
2020,Africa,474
2020,Africa,478
2020,Africa,478
2020,Africa,478
2020,Africa,479
2020,Africa,479
2020,Africa,484
2020,Africa,484
2020,Africa,487
2020,Africa,487
2020,Africa,487
2020,Africa,491
2020,Africa,491
2020,Africa,495
2020,Africa,495
2020,Africa,495
2020,Africa,495
2020,Africa,495
2020,Africa,496
2020,Africa,496
2020,Africa,496
2020,Africa,502
2020,Africa,502
2020,Africa,502
2020,Africa,502
2020,Africa,504
2020,Africa,504
2020,Africa,517
2020,Africa,517
2020,Africa,517
2020,Africa,517
2020,Africa,517
2020,Africa,517
2020,Africa,517
2020,Africa,517
2020,Africa,537
2020,Africa,545
2020,Africa,545
2020,Africa,545
2020,Africa,545
2020,Africa,554
2020,Africa,557
2020,Africa,557
2020,Africa,563
2020,Africa,563
2020,Africa,563
2020,Africa,569
2020,Africa,569
2020,Africa,574
2020,Africa,574
2020,Africa,579
2020,Africa,579
2020,Africa,579
2020,Africa,591
2020,Africa,591
2020,Africa,592
2020,Africa,592
2020,Africa,596
2020,Africa,596
2020,Africa,596
2020,Africa,607
2020,Africa,607
2020,Africa,610
2020,Africa,610
2020,Africa,611
2020,Africa,611
2020,Africa,611
2020,Africa,613
2020,Africa,613
2020,Africa,615
2020,Africa,615
2020,Africa,616
2020,Africa,616
2020,Africa,616
2020,Africa,617
2020,Africa,617
2020,Africa,617
2020,Africa,617
2020,Africa,628
2020,Africa,628
2020,Africa,628
2020,Africa,633
2020,Africa,633
2020,Africa,643
2020,Africa,643
2020,Africa,643
2020,Africa,666
2020,Africa,666
2020,Africa,693
2020,Africa,693
2020,Africa,715
2020,Africa,715
2020,Africa,715
2020,Africa,715
2020,Africa,715
2020,Africa,765
2020,Africa,765
2020,Africa,823
2021,Africa,823
2021,Africa,864
2021,Africa,864
2021,Africa,864
2021,Africa,995
2021,Africa,995
2021,Africa,1050
2021,Africa,1050
2021,Africa,1150
2021,Africa,1150
2021,Africa,1160
2021,Africa,1166
2021,Africa,1169
2021,Africa,1403
2021,Africa,1469
2021,Africa,1577
2021,Africa,1592
2021,Africa,1769
2021,Africa,1864
2021,Africa,1933
2021,Africa,1935
2021,Africa,2160
2021,Africa,2260
2021,Africa,2268
2021,Africa,2350
2021,Africa,2425
2021,Africa,2492
2021,Africa,2598
2021,Africa,2646
2021,Africa,2718
2021,Africa,2726
2021,Africa,2811
2021,Africa,2848
2021,Africa,2892
2021,Africa,2975
2021,Africa,3001
2021,Africa,3086
2021,Africa,3086
2021,Africa,3088
2021,Africa,3179
2021,Africa,3209
2021,Africa,3276
2021,Africa,3290
2021,Africa,3332
2021,Africa,3334
2021,Africa,3358
2021,Africa,3393
2021,Africa,3413
2021,Africa,3458
2021,Africa,3473
2021,Africa,3490
2021,Africa,3502
2021,Africa,3518
2021,Africa,3522
2021,Africa,3539
2021,Africa,3552
2021,Africa,3558
2021,Africa,3571
2021,Africa,3571
2021,Africa,3578
2021,Africa,3578
2021,Africa,3580
2021,Africa,3580
2021,Africa,3587
